Dipeptide,L2_IDR_Alveolata,L2_IDR_Fungi,L2_IDR_Metazoa,L2_IDR_Stramenopiles,L2_IDR_Streptophyta,L2_structure_Alveolata,L2_structure_Fungi,L2_structure_Metazoa,L2_structure_Stramenopiles,L2_structure_Streptophyta
CV,0.0,0.0,0.0007830853563038371,0.0018796992481203006,0.0017657445556209534,0.0,0.0,0.0006397952655150352,0.00030525030525030525,0.0002228163992869875
CW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CY,0.00202020202020202,0.0,0.0007830853563038371,0.0,0.0005885815185403178,0.0,0.0,0.0,0.0,0.0006684491978609625
DA,0.00202020202020202,0.0049261083743842365,0.0007830853563038371,0.0018796992481203006,0.0017657445556209534,0.0011750881316098707,0.004640371229698376,0.003198976327575176,0.009462759462759462,0.010918003565062388
DC,0.00202020202020202,0.0,0.0,0.0,0.0,0.0035252643948296123,0.0,0.003198976327575176,0.00030525030525030525,0.0006684491978609625
DD,0.00202020202020202,0.014778325123152709,0.0031323414252153485,0.008458646616541353,0.002942907592701589,0.005875440658049354,0.002320185614849188,0.0019193857965451055,0.004273504273504274,0.0031194295900178253
DE,0.00404040404040404,0.0049261083743842365,0.0023492560689115116,0.004699248120300752,0.002354326074161271,0.009400705052878966,0.013921113689095127,0.004478566858605247,0.007936507936507936,0.005793226381461676
DF,0.0,0.0,0.0023492560689115116,0.0,0.0005885815185403178,0.0011750881316098707,0.002320185614849188,0.0012795905310300703,0.004578754578754579,0.00089126559714795
DG,0.00202020202020202,0.009852216748768473,0.004698512137823023,0.0009398496240601503,0.0,0.0023501762632197414,0.0,0.003198976327575176,0.009157509157509158,0.000445632798573975
DH,0.00404040404040404,0.0049261083743842365,0.0007830853563038371,0.0009398496240601503,0.004708652148322542,0.0011750881316098707,0.004640371229698376,0.010236724248240563,0.004273504273504274,0.0033422459893048127
DI,0.0,0.0,0.0007830853563038371,0.0,0.0017657445556209534,0.0023501762632197414,0.0,0.005118362124120281,0.003663003663003663,0.003787878787878788
DK,0.00404040404040404,0.0049261083743842365,0.00548159749412686,0.002819548872180451,0.002354326074161271,0.0023501762632197414,0.004640371229698376,0.0006397952655150352,0.003968253968253968,0.004901960784313725
DL,0.006060606060606061,0.0,0.007047768206734534,0.0,0.002354326074161271,0.008225616921269096,0.0069605568445475635,0.008317338451695458,0.007326007326007326,0.008021390374331552
DM,0.00404040404040404,0.0,0.0,0.0,0.0,0.0,0.002320185614849188,0.0019193857965451055,0.001221001221001221,0.0035650623885918
DN,0.00404040404040404,0.0,0.0023492560689115116,0.0018796992481203006,0.002354326074161271,0.0023501762632197414,0.002320185614849188,0.005118362124120281,0.002442002442002442,0.0033422459893048127
DP,0.006060606060606061,0.0,0.0,0.0009398496240601503,0.002942907592701589,0.004700352526439483,0.002320185614849188,0.0025591810620601407,0.0015262515262515263,0.002005347593582888
DQ,0.00202020202020202,0.0,0.0015661707126076742,0.0009398496240601503,0.007651559741024131,0.0035252643948296123,0.0,0.004478566858605247,0.0018315018315018315,0.004233511586452763
DR,0.03434343434343434,0.07389162561576355,0.050117462803445575,0.03853383458646616,0.075927015891701,0.008225616921269096,0.0069605568445475635,0.007037747920665387,0.008241758241758242,0.013368983957219251
DS,0.006060606060606061,0.0049261083743842365,0.0031323414252153485,0.009398496240601503,0.00529723366686286,0.009400705052878966,0.004640371229698376,0.003198976327575176,0.008241758241758242,0.004456327985739751
DT,0.0,0.0,0.0031323414252153485,0.004699248120300752,0.002942907592701589,0.0011750881316098707,0.0069605568445475635,0.0012795905310300703,0.0015262515262515263,0.0011140819964349377
DV,0.0,0.0,0.0015661707126076742,0.0009398496240601503,0.002354326074161271,0.009400705052878966,0.002320185614849188,0.004478566858605247,0.011294261294261294,0.011140819964349376
DW,0.0,0.0,0.0007830853563038371,0.0009398496240601503,0.0,0.0,0.002320185614849188,0.0,0.00030525030525030525,0.0
DY,0.0,0.0,0.0023492560689115116,0.0018796992481203006,0.008828722778104767,0.0,0.004640371229698376,0.005758157389635317,0.0018315018315018315,0.0006684491978609625
EA,0.00808080808080808,0.0049261083743842365,0.0015661707126076742,0.005639097744360902,0.0005885815185403178,0.005875440658049354,0.009280742459396751,0.007677543186180422,0.006715506715506716,0.014037433155080214
EC,0.0,0.0,0.0,0.0009398496240601503,0.0011771630370806356,0.0035252643948296123,0.004640371229698376,0.003838771593090211,0.0009157509157509158,0.0033422459893048127
ED,0.0,0.009852216748768473,0.004698512137823023,0.005639097744360902,0.0017657445556209534,0.009400705052878966,0.0,0.007037747920665387,0.00641025641025641,0.0071301247771836
EE,0.00202020202020202,0.009852216748768473,0.01331245105716523,0.011278195488721804,0.00824014125956445,0.01880141010575793,0.009280742459396751,0.01215611004478567,0.011294261294261294,0.0106951871657754
EF,0.00202020202020202,0.0,0.0007830853563038371,0.0,0.0011771630370806356,0.0,0.002320185614849188,0.0019193857965451055,0.0009157509157509158,0.0006684491978609625
EG,0.0,0.0,0.0031323414252153485,0.0,0.004708652148322542,0.0,0.0069605568445475635,0.005758157389635317,0.003663003663003663,0.0035650623885918
EH,0.0,0.0,0.0007830853563038371,0.0,0.002942907592701589,0.0035252643948296123,0.002320185614849188,0.0012795905310300703,0.00030525030525030525,0.0002228163992869875
EI,0.006060606060606061,0.0049261083743842365,0.0023492560689115116,0.008458646616541353,0.003531489111241907,0.009400705052878966,0.009280742459396751,0.007037747920665387,0.004578754578754579,0.0015597147950089127
EK,0.00404040404040404,0.0049261083743842365,0.015661707126076743,0.009398496240601503,0.014714537963507945,0.008225616921269096,0.01160092807424594,0.005758157389635317,0.008852258852258852,0.007352941176470588
EL,0.00404040404040404,0.0049261083743842365,0.00548159749412686,0.0037593984962406013,0.00824014125956445,0.012925969447708578,0.009280742459396751,0.010876519513755598,0.019230769230769232,0.010918003565062388
EM,0.0,0.0,0.0015661707126076742,0.0018796992481203006,0.0005885815185403178,0.0023501762632197414,0.002320185614849188,0.0006397952655150352,0.0018315018315018315,0.0033422459893048127
EN,0.006060606060606061,0.0,0.008613938919342208,0.0018796992481203006,0.0011771630370806356,0.004700352526439483,0.0069605568445475635,0.0025591810620601407,0.0018315018315018315,0.001336898395721925
EP,0.00202020202020202,0.0,0.0007830853563038371,0.0018796992481203006,0.0017657445556209534,0.0011750881316098707,0.002320185614849188,0.0012795905310300703,0.0,0.0017825311942959
EQ,0.0,0.0,0.0023492560689115116,0.004699248120300752,0.0017657445556209534,0.0035252643948296123,0.009280742459396751,0.007677543186180422,0.005494505494505495,0.002005347593582888
ER,0.006060606060606061,0.014778325123152709,0.04620203602192639,0.02913533834586466,0.03590347263095939,0.008225616921269096,0.0,0.003198976327575176,0.007020757020757021,0.0033422459893048127
ES,0.00404040404040404,0.0,0.004698512137823023,0.007518796992481203,0.00529723366686286,0.005875440658049354,0.002320185614849188,0.007037747920665387,0.003663003663003663,0.0006684491978609625
ET,0.006060606060606061,0.0049261083743842365,0.004698512137823023,0.007518796992481203,0.002354326074161271,0.0035252643948296123,0.0,0.005118362124120281,0.0009157509157509158,0.001336898395721925
EV,0.00404040404040404,0.0,0.0023492560689115116,0.009398496240601503,0.002942907592701589,0.007050528789659225,0.002320185614849188,0.008317338451695458,0.005494505494505495,0.010472370766488414
EW,0.00202020202020202,0.0,0.0015661707126076742,0.0,0.0005885815185403178,0.0,0.0,0.0,0.0,0.0
EY,0.006060606060606061,0.0,0.0,0.0,0.0005885815185403178,0.0011750881316098707,0.004640371229698376,0.003198976327575176,0.0006105006105006105,0.002896613190730838
FA,0.0,0.0,0.0007830853563038371,0.0018796992481203006,0.0005885815185403178,0.0,0.002320185614849188,0.0,0.0,0.0002228163992869875
FC,0.0,0.0,0.0,0.0,0.0005885815185403178,0.0,0.0,0.0,0.00030525030525030525,0.0
FD,0.0,0.0,0.0007830853563038371,0.0,0.0005885815185403178,0.0011750881316098707,0.002320185614849188,0.0012795905310300703,0.004273504273504274,0.0011140819964349377
FE,0.0,0.0,0.0007830853563038371,0.0,0.0011771630370806356,0.005875440658049354,0.002320185614849188,0.0012795905310300703,0.001221001221001221,0.00089126559714795
FF,0.0,0.0,0.0023492560689115116,0.0,0.0011771630370806356,0.0,0.0,0.0006397952655150352,0.00030525030525030525,0.0006684491978609625
FG,0.0,0.0,0.0015661707126076742,0.0,0.0005885815185403178,0.0011750881316098707,0.0069605568445475635,0.004478566858605247,0.004884004884004884,0.0035650623885918
FH,0.0,0.0,0.0,0.0,0.0,0.0,0.002320185614849188,0.0006397952655150352,0.0,0.0
FI,0.0,0.0,0.0015661707126076742,0.0,0.0,0.0023501762632197414,0.0,0.005118362124120281,0.0006105006105006105,0.000445632798573975
FK,0.00202020202020202,0.0,0.0015661707126076742,0.0,0.0,0.0023501762632197414,0.0,0.0019193857965451055,0.001221001221001221,0.000445632798573975
FL,0.0,0.0,0.0031323414252153485,0.0,0.0011771630370806356,0.0035252643948296123,0.0,0.003838771593090211,0.007326007326007326,0.0053475935828877
FM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FN,0.00404040404040404,0.0,0.0,0.0,0.0005885815185403178,0.0,0.002320185614849188,0.0006397952655150352,0.0015262515262515263,0.00267379679144385
FP,0.0,0.0049261083743842365,0.0,0.0,0.0005885815185403178,0.0,0.0,0.0,0.0,0.0002228163992869875
FQ,0.0,0.0,0.0,0.0,0.0011771630370806356,0.0035252643948296123,0.002320185614849188,0.0006397952655150352,0.003663003663003663,0.0033422459893048127
FR,0.00202020202020202,0.0,0.0023492560689115116,0.0,0.0005885815185403178,0.0011750881316098707,0.002320185614849188,0.0012795905310300703,0.003357753357753358,0.00089126559714795
FS,0.0,0.0,0.0015661707126076742,0.0,0.0017657445556209534,0.0023501762632197414,0.002320185614849188,0.0025591810620601407,0.00030525030525030525,0.0011140819964349377
FT,0.0,0.0,0.0007830853563038371,0.0009398496240601503,0.0,0.0011750881316098707,0.002320185614849188,0.0012795905310300703,0.00030525030525030525,0.0006684491978609625
FV,0.0,0.0,0.0015661707126076742,0.0,0.0011771630370806356,0.0,0.002320185614849188,0.0019193857965451055,0.001221001221001221,0.0006684491978609625
FW,0.0,0.0,0.0,0.0,0.0005885815185403178,0.0,0.0,0.0,0.0,0.0
FY,0.0,0.0,0.0,0.0,0.0005885815185403178,0.0023501762632197414,0.002320185614849188,0.0006397952655150352,0.0,0.0002228163992869875
GA,0.00202020202020202,0.0,0.004698512137823023,0.002819548872180451,0.00529723366686286,0.005875440658049354,0.009280742459396751,0.005758157389635317,0.009157509157509158,0.007575757575757576
GC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012795905310300703,0.0,0.000445632798573975
GD,0.00202020202020202,0.019704433497536946,0.007830853563038372,0.0018796992481203006,0.006474396703943496,0.004700352526439483,0.0,0.0006397952655150352,0.007020757020757021,0.004010695187165776
GE,0.00202020202020202,0.009852216748768473,0.006264682850430697,0.0009398496240601503,0.0017657445556209534,0.007050528789659225,0.0069605568445475635,0.005118362124120281,0.004273504273504274,0.003787878787878788
GF,0.0,0.0,0.0015661707126076742,0.0,0.0017657445556209534,0.004700352526439483,0.009280742459396751,0.003838771593090211,0.0015262515262515263,0.000445632798573975
GG,0.00202020202020202,0.06403940886699508,0.003915426781519186,0.0018796992481203006,0.003531489111241907,0.0035252643948296123,0.0069605568445475635,0.005118362124120281,0.006715506715506716,0.004233511586452763
GH,0.0,0.0,0.0,0.0018796992481203006,0.0,0.0,0.004640371229698376,0.0,0.0,0.000445632798573975
GI,0.00808080808080808,0.0,0.0015661707126076742,0.0018796992481203006,0.005885815185403178,0.0023501762632197414,0.0,0.0019193857965451055,0.001221001221001221,0.0002228163992869875
GK,0.00202020202020202,0.0,0.0031323414252153485,0.0018796992481203006,0.0017657445556209534,0.010575793184488837,0.0069605568445475635,0.010236724248240563,0.004884004884004884,0.0064616755793226385
GL,0.0,0.0,0.0031323414252153485,0.002819548872180451,0.0011771630370806356,0.005875440658049354,0.004640371229698376,0.0025591810620601407,0.006105006105006105,0.004901960784313725
GM,0.0,0.0049261083743842365,0.0,0.0,0.0,0.0035252643948296123,0.002320185614849188,0.0012795905310300703,0.001221001221001221,0.002896613190730838
GN,0.00202020202020202,0.0,0.003915426781519186,0.0018796992481203006,0.003531489111241907,0.0,0.002320185614849188,0.003838771593090211,0.002136752136752137,0.0006684491978609625
GP,0.00404040404040404,0.019704433497536946,0.0,0.0,0.0005885815185403178,0.0011750881316098707,0.0069605568445475635,0.0019193857965451055,0.002136752136752137,0.0035650623885918
GQ,0.00202020202020202,0.0,0.0,0.0,0.0,0.0,0.002320185614849188,0.0012795905310300703,0.001221001221001221,0.0006684491978609625
GR,0.012121212121212121,0.029556650246305417,0.0031323414252153485,0.010338345864661654,0.011183048852266038,0.0023501762632197414,0.0,0.0025591810620601407,0.002136752136752137,0.0017825311942959
GS,0.006060606060606061,0.019704433497536946,0.0023492560689115116,0.0018796992481203006,0.004120070629782225,0.0023501762632197414,0.0,0.003198976327575176,0.0015262515262515263,0.00089126559714795
GT,0.0,0.0049261083743842365,0.0,0.0009398496240601503,0.002942907592701589,0.0,0.0069605568445475635,0.003838771593090211,0.0009157509157509158,0.0015597147950089127
GV,0.00202020202020202,0.0049261083743842365,0.003915426781519186,0.002819548872180451,0.0017657445556209534,0.0,0.0,0.0006397952655150352,0.0015262515262515263,0.001336898395721925
GW,0.0,0.0049261083743842365,0.0015661707126076742,0.0,0.0005885815185403178,0.0,0.0,0.0006397952655150352,0.0,0.0
GY,0.0,0.009852216748768473,0.0023492560689115116,0.0,0.0017657445556209534,0.0035252643948296123,0.0,0.0019193857965451055,0.007020757020757021,0.0031194295900178253
HA,0.0,0.0,0.0015661707126076742,0.0,0.0,0.0011750881316098707,0.0,0.0,0.0009157509157509158,0.0002228163992869875
HC,0.0,0.0,0.0007830853563038371,0.0009398496240601503,0.0,0.0,0.0,0.0,0.0,0.0
HD,0.010101010101010102,0.0,0.0,0.0,0.006474396703943496,0.005875440658049354,0.004640371229698376,0.007037747920665387,0.002136752136752137,0.0033422459893048127
HE,0.00202020202020202,0.0049261083743842365,0.0007830853563038371,0.0009398496240601503,0.0017657445556209534,0.0011750881316098707,0.004640371229698376,0.005758157389635317,0.0009157509157509158,0.00089126559714795
HF,0.0,0.0,0.0007830853563038371,0.0,0.0,0.0035252643948296123,0.004640371229698376,0.005118362124120281,0.004273504273504274,0.0033422459893048127
HG,0.0,0.0049261083743842365,0.0007830853563038371,0.0,0.0017657445556209534,0.0,0.0,0.0,0.0,0.0006684491978609625
HH,0.00404040404040404,0.0,0.0007830853563038371,0.0,0.0017657445556209534,0.0,0.002320185614849188,0.0012795905310300703,0.0,0.0
HI,0.0,0.0,0.0007830853563038371,0.0,0.0,0.0023501762632197414,0.0,0.0019193857965451055,0.0015262515262515263,0.000445632798573975
HK,0.0,0.0,0.0023492560689115116,0.0009398496240601503,0.0017657445556209534,0.0,0.0,0.0025591810620601407,0.0,0.000445632798573975
HL,0.0,0.0,0.0015661707126076742,0.0018796992481203006,0.0005885815185403178,0.0023501762632197414,0.004640371229698376,0.005758157389635317,0.004273504273504274,0.0035650623885918
HM,0.0,0.0,0.0007830853563038371,0.0009398496240601503,0.0005885815185403178,0.0,0.0,0.0012795905310300703,0.00030525030525030525,0.000445632798573975
HN,0.0,0.0,0.0,0.0009398496240601503,0.0005885815185403178,0.0,0.0,0.0006397952655150352,0.0,0.00089126559714795
HP,0.0,0.0,0.0007830853563038371,0.0009398496240601503,0.0011771630370806356,0.0011750881316098707,0.0,0.0006397952655150352,0.002136752136752137,0.0
HQ,0.00202020202020202,0.0,0.0,0.0009398496240601503,0.0,0.0,0.004640371229698376,0.0,0.00030525030525030525,0.0002228163992869875
HR,0.014141414141414142,0.0,0.007830853563038372,0.015977443609022556,0.010005885815185403,0.0,0.0,0.0,0.00030525030525030525,0.0002228163992869875
HS,0.012121212121212121,0.0049261083743842365,0.003915426781519186,0.004699248120300752,0.0017657445556209534,0.0035252643948296123,0.004640371229698376,0.0006397952655150352,0.0006105006105006105,0.004456327985739751
HT,0.00202020202020202,0.0,0.0015661707126076742,0.0,0.0011771630370806356,0.0,0.0,0.0,0.0009157509157509158,0.0002228163992869875
HV,0.0,0.0,0.0007830853563038371,0.0009398496240601503,0.0017657445556209534,0.0023501762632197414,0.002320185614849188,0.0012795905310300703,0.0030525030525030525,0.00089126559714795
HW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HY,0.0,0.0,0.0007830853563038371,0.0,0.0005885815185403178,0.004700352526439483,0.0,0.0012795905310300703,0.0,0.0002228163992869875
IA,0.010101010101010102,0.0,0.0015661707126076742,0.004699248120300752,0.002354326074161271,0.0023501762632197414,0.002320185614849188,0.007037747920665387,0.003968253968253968,0.0035650623885918
IC,0.0,0.0,0.0007830853563038371,0.0,0.0,0.004700352526439483,0.002320185614849188,0.0012795905310300703,0.0006105006105006105,0.002896613190730838
ID,0.00202020202020202,0.0,0.0007830853563038371,0.0018796992481203006,0.004120070629782225,0.008225616921269096,0.002320185614849188,0.0,0.0015262515262515263,0.002896613190730838
IE,0.006060606060606061,0.0,0.007047768206734534,0.005639097744360902,0.002942907592701589,0.007050528789659225,0.0069605568445475635,0.004478566858605247,0.0015262515262515263,0.0022281639928698753
IF,0.0,0.0,0.0023492560689115116,0.0009398496240601503,0.0011771630370806356,0.0,0.0,0.0,0.004578754578754579,0.0002228163992869875
IG,0.0,0.0049261083743842365,0.0007830853563038371,0.0009398496240601503,0.007062978222483814,0.0011750881316098707,0.002320185614849188,0.006397952655150352,0.001221001221001221,0.00089126559714795
IH,0.00202020202020202,0.0,0.0023492560689115116,0.0009398496240601503,0.0005885815185403178,0.009400705052878966,0.0,0.0019193857965451055,0.0009157509157509158,0.0015597147950089127
II,0.00202020202020202,0.0,0.0007830853563038371,0.0,0.002354326074161271,0.0035252643948296123,0.002320185614849188,0.0006397952655150352,0.00030525030525030525,0.000445632798573975
IK,0.00808080808080808,0.0,0.0015661707126076742,0.002819548872180451,0.0017657445556209534,0.0011750881316098707,0.0,0.003838771593090211,0.001221001221001221,0.004456327985739751
IL,0.0,0.0,0.003915426781519186,0.0,0.002354326074161271,0.0011750881316098707,0.002320185614849188,0.0025591810620601407,0.002136752136752137,0.0006684491978609625
IM,0.0,0.0,0.0,0.0009398496240601503,0.0011771630370806356,0.0011750881316098707,0.0,0.0012795905310300703,0.0015262515262515263,0.0006684491978609625
IN,0.00404040404040404,0.0,0.0007830853563038371,0.0009398496240601503,0.0005885815185403178,0.0,0.002320185614849188,0.0019193857965451055,0.0015262515262515263,0.0024509803921568627
IP,0.00202020202020202,0.0,0.0007830853563038371,0.0009398496240601503,0.0017657445556209534,0.0011750881316098707,0.0,0.0006397952655150352,0.00030525030525030525,0.00089126559714795
IQ,0.00202020202020202,0.0,0.0007830853563038371,0.0018796992481203006,0.0017657445556209534,0.005875440658049354,0.002320185614849188,0.0012795905310300703,0.0027472527472527475,0.00267379679144385
IR,0.006060606060606061,0.0,0.0031323414252153485,0.0018796992481203006,0.002942907592701589,0.005875440658049354,0.002320185614849188,0.003198976327575176,0.005189255189255189,0.006907308377896613
IS,0.00202020202020202,0.0,0.0007830853563038371,0.0009398496240601503,0.0017657445556209534,0.0023501762632197414,0.0,0.0025591810620601407,0.0027472527472527475,0.002896613190730838
IT,0.00202020202020202,0.0,0.0,0.0009398496240601503,0.0011771630370806356,0.0035252643948296123,0.002320185614849188,0.0012795905310300703,0.0015262515262515263,0.002005347593582888
IV,0.00202020202020202,0.0,0.0031323414252153485,0.002819548872180451,0.0017657445556209534,0.0023501762632197414,0.0,0.0006397952655150352,0.0,0.0017825311942959
IW,0.0,0.0,0.0,0.0,0.0011771630370806356,0.0,0.0,0.0,0.0,0.0
IY,0.0,0.0,0.0,0.0,0.0,0.0,0.002320185614849188,0.0012795905310300703,0.00030525030525030525,0.001336898395721925
KA,0.00202020202020202,0.0,0.004698512137823023,0.0018796992481203006,0.003531489111241907,0.005875440658049354,0.002320185614849188,0.009596928982725527,0.00641025641025641,0.008912655971479501
KC,0.0,0.0,0.0,0.0,0.0005885815185403178,0.0,0.0,0.0,0.00030525030525030525,0.0
KD,0.00404040404040404,0.0,0.006264682850430697,0.0037593984962406013,0.004708652148322542,0.0011750881316098707,0.0,0.003198976327575176,0.003968253968253968,0.003787878787878788
KE,0.00808080808080808,0.0049261083743842365,0.012529365700861394,0.014097744360902255,0.014714537963507945,0.0023501762632197414,0.01160092807424594,0.005118362124120281,0.003968253968253968,0.007798573975044563
KF,0.0,0.0,0.0007830853563038371,0.0,0.0005885815185403178,0.0023501762632197414,0.0,0.005118362124120281,0.0006105006105006105,0.0002228163992869875
KG,0.00202020202020202,0.0,0.003915426781519186,0.004699248120300752,0.0005885815185403178,0.0023501762632197414,0.0,0.0006397952655150352,0.002136752136752137,0.002005347593582888
KH,0.00202020202020202,0.0,0.0015661707126076742,0.0009398496240601503,0.0005885815185403178,0.0035252643948296123,0.004640371229698376,0.0,0.00030525030525030525,0.001336898395721925
KI,0.0,0.0,0.003915426781519186,0.005639097744360902,0.003531489111241907,0.01645123384253819,0.0,0.005118362124120281,0.005189255189255189,0.007798573975044563
KK,0.00404040404040404,0.0,0.0031323414252153485,0.012218045112781954,0.0017657445556209534,0.007050528789659225,0.0,0.010876519513755598,0.007326007326007326,0.006016042780748663
KL,0.00404040404040404,0.0049261083743842365,0.007047768206734534,0.006578947368421052,0.007651559741024131,0.01762632197414806,0.013921113689095127,0.01471529110684581,0.009768009768009768,0.016042780748663103
KM,0.0,0.0,0.0023492560689115116,0.0018796992481203006,0.0017657445556209534,0.004700352526439483,0.009280742459396751,0.005118362124120281,0.003663003663003663,0.004010695187165776
KN,0.00202020202020202,0.0,0.003915426781519186,0.0009398496240601503,0.0011771630370806356,0.0035252643948296123,0.002320185614849188,0.0012795905310300703,0.001221001221001221,0.00089126559714795
