Dipeptide,L2_IDR_Alveolata,L2_IDR_Fungi,L2_IDR_Metazoa,L2_IDR_Stramenopiles,L2_IDR_Streptophyta,L2_structure_Alveolata,L2_structure_Fungi,L2_structure_Metazoa,L2_structure_Stramenopiles,L2_structure_Streptophyta
KP,0.00202020202020202,0.0,0.0007830853563038371,0.0037593984962406013,0.0011771630370806356,0.005875440658049354,0.0,0.0006397952655150352,0.0018315018315018315,0.0002228163992869875
KQ,0.00404040404040404,0.0,0.0015661707126076742,0.004699248120300752,0.0,0.0,0.0069605568445475635,0.0012795905310300703,0.0030525030525030525,0.0071301247771836
KR,0.00202020202020202,0.009852216748768473,0.01096319498825372,0.009398496240601503,0.003531489111241907,0.004700352526439483,0.004640371229698376,0.004478566858605247,0.008547008547008548,0.006238859180035651
KS,0.006060606060606061,0.0049261083743842365,0.0015661707126076742,0.0037593984962406013,0.002354326074161271,0.005875440658049354,0.004640371229698376,0.003838771593090211,0.0027472527472527475,0.0011140819964349377
KT,0.006060606060606061,0.0,0.0015661707126076742,0.0018796992481203006,0.0011771630370806356,0.0035252643948296123,0.013921113689095127,0.005758157389635317,0.0015262515262515263,0.003787878787878788
KV,0.006060606060606061,0.0,0.0015661707126076742,0.0037593984962406013,0.003531489111241907,0.0023501762632197414,0.004640371229698376,0.007677543186180422,0.003968253968253968,0.004010695187165776
KW,0.0,0.0,0.0,0.0009398496240601503,0.0,0.0,0.002320185614849188,0.0,0.0,0.0002228163992869875
KY,0.00202020202020202,0.0049261083743842365,0.0015661707126076742,0.0,0.0,0.0023501762632197414,0.0,0.0006397952655150352,0.001221001221001221,0.003787878787878788
LA,0.0,0.0,0.0023492560689115116,0.002819548872180451,0.002354326074161271,0.005875440658049354,0.01160092807424594,0.01727447216890595,0.011904761904761904,0.007352941176470588
LC,0.0,0.0,0.0007830853563038371,0.0,0.0011771630370806356,0.0035252643948296123,0.0,0.0012795905310300703,0.007631257631257631,0.005570409982174688
LD,0.00202020202020202,0.0,0.003915426781519186,0.004699248120300752,0.004708652148322542,0.005875440658049354,0.0069605568445475635,0.005758157389635317,0.010683760683760684,0.006907308377896613
LE,0.0,0.0,0.004698512137823023,0.002819548872180451,0.0017657445556209534,0.009400705052878966,0.0069605568445475635,0.005118362124120281,0.00641025641025641,0.014483065953654188
LF,0.0,0.0,0.0,0.0,0.0005885815185403178,0.004700352526439483,0.004640371229698376,0.0012795905310300703,0.004578754578754579,0.005124777183600713
LG,0.00404040404040404,0.0049261083743842365,0.004698512137823023,0.0,0.0017657445556209534,0.008225616921269096,0.009280742459396751,0.01215611004478567,0.005494505494505495,0.010472370766488414
LH,0.0,0.0,0.004698512137823023,0.0,0.0,0.0023501762632197414,0.002320185614849188,0.005118362124120281,0.006105006105006105,0.004456327985739751
LI,0.00202020202020202,0.0,0.00548159749412686,0.0,0.0017657445556209534,0.0023501762632197414,0.002320185614849188,0.0012795905310300703,0.0015262515262515263,0.004233511586452763
LK,0.0,0.0,0.007047768206734534,0.007518796992481203,0.004120070629782225,0.012925969447708578,0.018561484918793503,0.003838771593090211,0.005494505494505495,0.010918003565062388
LL,0.0,0.0,0.004698512137823023,0.0009398496240601503,0.004708652148322542,0.005875440658049354,0.004640371229698376,0.006397952655150352,0.011904761904761904,0.008244206773618538
LM,0.0,0.0049261083743842365,0.0,0.0018796992481203006,0.0005885815185403178,0.004700352526439483,0.0069605568445475635,0.005758157389635317,0.007631257631257631,0.004010695187165776
LN,0.006060606060606061,0.0,0.0031323414252153485,0.0,0.002942907592701589,0.0035252643948296123,0.002320185614849188,0.0025591810620601407,0.0009157509157509158,0.0015597147950089127
LP,0.00202020202020202,0.0,0.0015661707126076742,0.0009398496240601503,0.0005885815185403178,0.0,0.0,0.0012795905310300703,0.0027472527472527475,0.0053475935828877
LQ,0.00202020202020202,0.0049261083743842365,0.004698512137823023,0.0009398496240601503,0.005885815185403178,0.0023501762632197414,0.004640371229698376,0.004478566858605247,0.007326007326007326,0.005124777183600713
LR,0.006060606060606061,0.0049261083743842365,0.003915426781519186,0.002819548872180451,0.004120070629782225,0.011750881316098707,0.009280742459396751,0.007677543186180422,0.008852258852258852,0.009581105169340463
LS,0.00808080808080808,0.0049261083743842365,0.00548159749412686,0.0009398496240601503,0.0017657445556209534,0.008225616921269096,0.0069605568445475635,0.005758157389635317,0.007936507936507936,0.0071301247771836
LT,0.00202020202020202,0.0,0.0,0.0009398496240601503,0.0017657445556209534,0.008225616921269096,0.002320185614849188,0.0006397952655150352,0.0027472527472527475,0.004679144385026738
LV,0.00202020202020202,0.0,0.0023492560689115116,0.0018796992481203006,0.0017657445556209534,0.004700352526439483,0.002320185614849188,0.003198976327575176,0.003968253968253968,0.0035650623885918
LW,0.0,0.0,0.0,0.0,0.0005885815185403178,0.0,0.0,0.0,0.0,0.0002228163992869875
LY,0.0,0.0,0.0023492560689115116,0.0,0.0,0.004700352526439483,0.0,0.0012795905310300703,0.0009157509157509158,0.0017825311942959
MA,0.00202020202020202,0.0,0.0,0.0009398496240601503,0.0005885815185403178,0.0011750881316098707,0.002320185614849188,0.0019193857965451055,0.0015262515262515263,0.0006684491978609625
MC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006105006105006105,0.0
MD,0.0,0.0049261083743842365,0.0015661707126076742,0.0009398496240601503,0.0,0.004700352526439483,0.002320185614849188,0.004478566858605247,0.007020757020757021,0.0071301247771836
ME,0.0,0.0,0.0015661707126076742,0.004699248120300752,0.0011771630370806356,0.0035252643948296123,0.002320185614849188,0.0025591810620601407,0.004578754578754579,0.002896613190730838
MF,0.0,0.0,0.0,0.0,0.0,0.0011750881316098707,0.0,0.0,0.0,0.0
MG,0.0,0.0,0.0015661707126076742,0.0018796992481203006,0.0005885815185403178,0.007050528789659225,0.009280742459396751,0.007037747920665387,0.005189255189255189,0.005793226381461676
MH,0.0,0.0,0.0,0.0,0.0,0.0,0.004640371229698376,0.0012795905310300703,0.0009157509157509158,0.0
MI,0.0,0.0,0.0,0.0009398496240601503,0.00529723366686286,0.004700352526439483,0.0,0.0012795905310300703,0.00030525030525030525,0.004010695187165776
MK,0.0,0.0,0.0031323414252153485,0.0009398496240601503,0.0,0.0011750881316098707,0.002320185614849188,0.004478566858605247,0.0018315018315018315,0.0011140819964349377
ML,0.0,0.0,0.0,0.0,0.0005885815185403178,0.0035252643948296123,0.004640371229698376,0.003198976327575176,0.002136752136752137,0.0022281639928698753
MM,0.0,0.0,0.0007830853563038371,0.0,0.0,0.0,0.002320185614849188,0.0006397952655150352,0.0006105006105006105,0.0
MN,0.0,0.0049261083743842365,0.0,0.0,0.0005885815185403178,0.0023501762632197414,0.0,0.0,0.00030525030525030525,0.0
MP,0.00202020202020202,0.0,0.0,0.0,0.0,0.0,0.0,0.0025591810620601407,0.00030525030525030525,0.00089126559714795
MQ,0.0,0.0,0.0,0.0,0.0005885815185403178,0.0,0.004640371229698376,0.0006397952655150352,0.0018315018315018315,0.0015597147950089127
MR,0.0,0.0049261083743842365,0.0023492560689115116,0.0018796992481203006,0.0005885815185403178,0.0011750881316098707,0.004640371229698376,0.003198976327575176,0.0006105006105006105,0.002005347593582888
MS,0.00202020202020202,0.0,0.0,0.0009398496240601503,0.0017657445556209534,0.0,0.002320185614849188,0.0,0.0009157509157509158,0.0006684491978609625
MT,0.0,0.0,0.0007830853563038371,0.0,0.002942907592701589,0.0011750881316098707,0.0,0.0,0.0006105006105006105,0.0002228163992869875
MV,0.0,0.0,0.0,0.0,0.0017657445556209534,0.0011750881316098707,0.002320185614849188,0.0019193857965451055,0.00030525030525030525,0.0017825311942959
MW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MY,0.0,0.0,0.0,0.0,0.0,0.0011750881316098707,0.0,0.0,0.0,0.0
NA,0.00202020202020202,0.0,0.0015661707126076742,0.0009398496240601503,0.0,0.0,0.004640371229698376,0.003838771593090211,0.003357753357753358,0.0015597147950089127
NC,0.0,0.0,0.0023492560689115116,0.0,0.0005885815185403178,0.0,0.002320185614849188,0.0,0.0006105006105006105,0.0002228163992869875
ND,0.0,0.0,0.006264682850430697,0.0009398496240601503,0.0011771630370806356,0.0023501762632197414,0.004640371229698376,0.003838771593090211,0.0015262515262515263,0.0017825311942959
NE,0.012121212121212121,0.0,0.003915426781519186,0.0037593984962406013,0.0011771630370806356,0.0035252643948296123,0.004640371229698376,0.003198976327575176,0.0027472527472527475,0.00267379679144385
NF,0.0,0.0,0.0,0.0,0.0,0.0011750881316098707,0.0,0.0006397952655150352,0.00030525030525030525,0.00089126559714795
NG,0.006060606060606061,0.0049261083743842365,0.0023492560689115116,0.0018796992481203006,0.0005885815185403178,0.004700352526439483,0.0,0.0019193857965451055,0.001221001221001221,0.0035650623885918
NH,0.0,0.0,0.0015661707126076742,0.0,0.0,0.0011750881316098707,0.0,0.0,0.0009157509157509158,0.0
NI,0.006060606060606061,0.0,0.0023492560689115116,0.0,0.0005885815185403178,0.0011750881316098707,0.002320185614849188,0.0025591810620601407,0.00030525030525030525,0.000445632798573975
NK,0.006060606060606061,0.0,0.0031323414252153485,0.0018796992481203006,0.004120070629782225,0.0011750881316098707,0.0,0.003838771593090211,0.00030525030525030525,0.0033422459893048127
NL,0.0,0.0,0.0015661707126076742,0.0009398496240601503,0.002354326074161271,0.0,0.002320185614849188,0.0,0.002136752136752137,0.0006684491978609625
NM,0.0,0.0,0.0015661707126076742,0.0,0.0,0.0,0.0,0.0006397952655150352,0.0,0.0002228163992869875
NN,0.00202020202020202,0.0,0.0007830853563038371,0.0018796992481203006,0.0005885815185403178,0.0,0.002320185614849188,0.0012795905310300703,0.0015262515262515263,0.000445632798573975
NP,0.00202020202020202,0.0,0.0015661707126076742,0.0,0.0,0.0011750881316098707,0.002320185614849188,0.0,0.0027472527472527475,0.002005347593582888
NQ,0.0,0.0,0.0007830853563038371,0.0,0.0005885815185403178,0.0011750881316098707,0.0,0.0012795905310300703,0.003663003663003663,0.0006684491978609625
NR,0.014141414141414142,0.0,0.007047768206734534,0.0037593984962406013,0.00529723366686286,0.0011750881316098707,0.004640371229698376,0.0006397952655150352,0.005189255189255189,0.004679144385026738
NS,0.00404040404040404,0.0,0.0023492560689115116,0.0009398496240601503,0.003531489111241907,0.0,0.0,0.0025591810620601407,0.0006105006105006105,0.0002228163992869875
NT,0.006060606060606061,0.0,0.0,0.0,0.0005885815185403178,0.004700352526439483,0.0069605568445475635,0.0012795905310300703,0.003968253968253968,0.000445632798573975
NV,0.0,0.0,0.0007830853563038371,0.0,0.002942907592701589,0.0,0.0,0.004478566858605247,0.002442002442002442,0.00089126559714795
NW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NY,0.00404040404040404,0.0,0.0015661707126076742,0.0009398496240601503,0.0017657445556209534,0.0035252643948296123,0.0,0.0,0.0009157509157509158,0.002896613190730838
PA,0.00202020202020202,0.0,0.0,0.0018796992481203006,0.0005885815185403178,0.0,0.0,0.004478566858605247,0.0018315018315018315,0.002896613190730838
PC,0.00202020202020202,0.0,0.0,0.0,0.0,0.005875440658049354,0.002320185614849188,0.0006397952655150352,0.0009157509157509158,0.002896613190730838
PD,0.006060606060606061,0.0,0.0015661707126076742,0.0009398496240601503,0.0,0.0011750881316098707,0.002320185614849188,0.0012795905310300703,0.002442002442002442,0.002896613190730838
PE,0.0,0.0,0.0023492560689115116,0.0037593984962406013,0.0,0.0011750881316098707,0.0069605568445475635,0.0025591810620601407,0.003357753357753358,0.0024509803921568627
PF,0.00202020202020202,0.0049261083743842365,0.0015661707126076742,0.0009398496240601503,0.0,0.0011750881316098707,0.0,0.0006397952655150352,0.00030525030525030525,0.000445632798573975
PG,0.0,0.014778325123152709,0.0,0.0009398496240601503,0.002942907592701589,0.0011750881316098707,0.0,0.0019193857965451055,0.0015262515262515263,0.000445632798573975
PH,0.00202020202020202,0.0,0.0,0.0018796992481203006,0.0011771630370806356,0.004700352526439483,0.002320185614849188,0.003198976327575176,0.002136752136752137,0.0033422459893048127
PI,0.00808080808080808,0.0,0.0,0.0009398496240601503,0.0017657445556209534,0.0011750881316098707,0.0,0.0,0.0,0.000445632798573975
PK,0.00202020202020202,0.0,0.0,0.002819548872180451,0.0005885815185403178,0.0011750881316098707,0.004640371229698376,0.0012795905310300703,0.002442002442002442,0.0031194295900178253
PL,0.0,0.009852216748768473,0.0007830853563038371,0.0009398496240601503,0.0005885815185403178,0.0023501762632197414,0.0,0.0,0.0018315018315018315,0.0035650623885918
PM,0.0,0.0,0.0,0.0,0.0,0.004700352526439483,0.0,0.0,0.0,0.000445632798573975
PN,0.0,0.0,0.0007830853563038371,0.0,0.0,0.0011750881316098707,0.0,0.0,0.0018315018315018315,0.001336898395721925
PP,0.00202020202020202,0.059113300492610835,0.0,0.004699248120300752,0.0005885815185403178,0.0,0.002320185614849188,0.0006397952655150352,0.0006105006105006105,0.0071301247771836
PQ,0.00404040404040404,0.0,0.0023492560689115116,0.0,0.0,0.0,0.002320185614849188,0.0,0.001221001221001221,0.0022281639928698753
PR,0.00404040404040404,0.0049261083743842365,0.0015661707126076742,0.005639097744360902,0.00529723366686286,0.0,0.002320185614849188,0.0012795905310300703,0.004273504273504274,0.0015597147950089127
PS,0.00404040404040404,0.014778325123152709,0.0023492560689115116,0.0009398496240601503,0.0017657445556209534,0.0,0.0069605568445475635,0.0019193857965451055,0.0015262515262515263,0.0022281639928698753
PT,0.0,0.0,0.0015661707126076742,0.0018796992481203006,0.0,0.0035252643948296123,0.0,0.0006397952655150352,0.0009157509157509158,0.0017825311942959
PV,0.0,0.0049261083743842365,0.0023492560689115116,0.002819548872180451,0.0,0.0,0.0,0.0,0.0,0.00267379679144385
PW,0.0,0.0,0.0,0.0,0.0005885815185403178,0.0,0.0,0.0,0.00030525030525030525,0.0002228163992869875
PY,0.00202020202020202,0.0,0.0,0.0,0.0,0.0,0.0,0.0019193857965451055,0.0006105006105006105,0.000445632798573975
QA,0.00202020202020202,0.0,0.0,0.0018796992481203006,0.0,0.0011750881316098707,0.0,0.0025591810620601407,0.005189255189255189,0.00267379679144385
QC,0.0,0.0,0.0,0.0,0.0,0.0,0.002320185614849188,0.0,0.0,0.0006684491978609625
QD,0.006060606060606061,0.0,0.0023492560689115116,0.0018796992481203006,0.002942907592701589,0.0,0.002320185614849188,0.0025591810620601407,0.005189255189255189,0.00089126559714795
QE,0.00202020202020202,0.0,0.0031323414252153485,0.004699248120300752,0.004708652148322542,0.0011750881316098707,0.009280742459396751,0.003838771593090211,0.006105006105006105,0.005793226381461676
QF,0.0,0.0,0.0,0.0,0.0011771630370806356,0.0,0.004640371229698376,0.0006397952655150352,0.0006105006105006105,0.0002228163992869875
QG,0.0,0.0,0.0007830853563038371,0.0009398496240601503,0.002354326074161271,0.0023501762632197414,0.002320185614849188,0.0006397952655150352,0.001221001221001221,0.002005347593582888
QH,0.0,0.0,0.0007830853563038371,0.0018796992481203006,0.0,0.0,0.0,0.0006397952655150352,0.0009157509157509158,0.0002228163992869875
QI,0.00202020202020202,0.0,0.0,0.0018796992481203006,0.0,0.004700352526439483,0.0,0.003198976327575176,0.003968253968253968,0.004010695187165776
QK,0.00202020202020202,0.0049261083743842365,0.0015661707126076742,0.002819548872180451,0.0011771630370806356,0.009400705052878966,0.013921113689095127,0.007677543186180422,0.009462759462759462,0.0064616755793226385
QL,0.0,0.0,0.0023492560689115116,0.0009398496240601503,0.0017657445556209534,0.004700352526439483,0.01160092807424594,0.007677543186180422,0.003968253968253968,0.010249554367201427
QM,0.0,0.0,0.0,0.0,0.0,0.0,0.002320185614849188,0.0006397952655150352,0.00030525030525030525,0.0002228163992869875
QN,0.0,0.0,0.0007830853563038371,0.0,0.0,0.0011750881316098707,0.0,0.0025591810620601407,0.003357753357753358,0.0011140819964349377
QP,0.0,0.0049261083743842365,0.0015661707126076742,0.0,0.0,0.0023501762632197414,0.0,0.0,0.00030525030525030525,0.0024509803921568627
QQ,0.0,0.0,0.0,0.0009398496240601503,0.0,0.004700352526439483,0.002320185614849188,0.007037747920665387,0.0009157509157509158,0.0006684491978609625
QR,0.00202020202020202,0.0,0.00548159749412686,0.005639097744360902,0.0005885815185403178,0.0023501762632197414,0.0069605568445475635,0.0025591810620601407,0.007326007326007326,0.0033422459893048127
QS,0.00202020202020202,0.0,0.0007830853563038371,0.0009398496240601503,0.002942907592701589,0.0035252643948296123,0.0,0.0012795905310300703,0.002136752136752137,0.0024509803921568627
QT,0.0,0.0,0.003915426781519186,0.0018796992481203006,0.0011771630370806356,0.0,0.002320185614849188,0.0025591810620601407,0.0006105006105006105,0.002005347593582888
QV,0.00404040404040404,0.0,0.0015661707126076742,0.0,0.0011771630370806356,0.0,0.002320185614849188,0.0019193857965451055,0.002442002442002442,0.00089126559714795
QW,0.0,0.0,0.0007830853563038371,0.0009398496240601503,0.0005885815185403178,0.0,0.0,0.0006397952655150352,0.0,0.0
QY,0.00202020202020202,0.0,0.0,0.0,0.0,0.0011750881316098707,0.0,0.0,0.0006105006105006105,0.0
RA,0.0,0.0,0.0015661707126076742,0.004699248120300752,0.006474396703943496,0.009400705052878966,0.004640371229698376,0.007677543186180422,0.01098901098901099,0.010472370766488414
RC,0.0,0.0,0.0,0.002819548872180451,0.0005885815185403178,0.0,0.0,0.0,0.0,0.0002228163992869875
RD,0.028282828282828285,0.054187192118226604,0.039937353171495694,0.03665413533834586,0.06121247792819305,0.0023501762632197414,0.004640371229698376,0.007037747920665387,0.008547008547008548,0.004010695187165776
RE,0.010101010101010102,0.009852216748768473,0.03915426781519186,0.02537593984962406,0.031783402001177165,0.005875440658049354,0.0,0.003198976327575176,0.0057997557997558,0.004456327985739751
RF,0.00202020202020202,0.0,0.0015661707126076742,0.0,0.002354326074161271,0.0,0.0,0.0,0.0018315018315018315,0.000445632798573975
RG,0.014141414141414142,0.034482758620689655,0.009397024275646046,0.010338345864661654,0.0164802825191289,0.0011750881316098707,0.0,0.0,0.0006105006105006105,0.0015597147950089127
RH,0.01818181818181818,0.0049261083743842365,0.007047768206734534,0.010338345864661654,0.01353737492642731,0.0,0.0,0.0,0.002442002442002442,0.0006684491978609625
RI,0.00202020202020202,0.0,0.0031323414252153485,0.0009398496240601503,0.002354326074161271,0.0035252643948296123,0.009280742459396751,0.003838771593090211,0.0018315018315018315,0.002896613190730838
RK,0.00808080808080808,0.0,0.007047768206734534,0.013157894736842105,0.005885815185403178,0.007050528789659225,0.009280742459396751,0.005118362124120281,0.002136752136752137,0.011363636363636364
RL,0.00202020202020202,0.0,0.004698512137823023,0.0018796992481203006,0.002354326074161271,0.011750881316098707,0.01160092807424594,0.010236724248240563,0.011294261294261294,0.013814616755793227
RM,0.0,0.0049261083743842365,0.0031323414252153485,0.0009398496240601503,0.0011771630370806356,0.0023501762632197414,0.0,0.0019193857965451055,0.00030525030525030525,0.0002228163992869875
RN,0.010101010101010102,0.0,0.00548159749412686,0.002819548872180451,0.007651559741024131,0.0035252643948296123,0.0,0.0025591810620601407,0.003663003663003663,0.0031194295900178253
RP,0.00404040404040404,0.0049261083743842365,0.0023492560689115116,0.007518796992481203,0.002354326074161271,0.0,0.0,0.0006397952655150352,0.003663003663003663,0.0002228163992869875
RQ,0.0,0.0049261083743842365,0.007047768206734534,0.008458646616541353,0.0,0.0023501762632197414,0.004640371229698376,0.0006397952655150352,0.002442002442002442,0.0022281639928698753
RR,0.020202020202020204,0.034482758620689655,0.04072043852779953,0.07330827067669173,0.025309005297233667,0.005875440658049354,0.0069605568445475635,0.005118362124120281,0.007631257631257631,0.004679144385026738
RS,0.03838383838383838,0.024630541871921183,0.03915426781519186,0.06203007518796992,0.0394349617422013,0.0,0.002320185614849188,0.0,0.003663003663003663,0.0024509803921568627
RT,0.012121212121212121,0.0,0.0031323414252153485,0.0018796992481203006,0.004708652148322542,0.0023501762632197414,0.0,0.0019193857965451055,0.0015262515262515263,0.002896613190730838
RV,0.0,0.0049261083743842365,0.0015661707126076742,0.0,0.002942907592701589,0.004700352526439483,0.004640371229698376,0.008317338451695458,0.009157509157509158,0.004233511586452763
RW,0.00202020202020202,0.0,0.0007830853563038371,0.0,0.0,0.0,0.0,0.0,0.00030525030525030525,0.0
RY,0.00808080808080808,0.029556650246305417,0.0031323414252153485,0.0018796992481203006,0.007062978222483814,0.0035252643948296123,0.0,0.0006397952655150352,0.0006105006105006105,0.0006684491978609625
SA,0.006060606060606061,0.0049261083743842365,0.0007830853563038371,0.0009398496240601503,0.0017657445556209534,0.0035252643948296123,0.0,0.004478566858605247,0.0030525030525030525,0.00267379679144385
SC,0.00202020202020202,0.0,0.0015661707126076742,0.0,0.0017657445556209534,0.0,0.0,0.0019193857965451055,0.00030525030525030525,0.000445632798573975
SD,0.006060606060606061,0.009852216748768473,0.003915426781519186,0.002819548872180451,0.003531489111241907,0.005875440658049354,0.009280742459396751,0.0025591810620601407,0.004273504273504274,0.0033422459893048127
SE,0.006060606060606061,0.0,0.0031323414252153485,0.0018796992481203006,0.004120070629782225,0.007050528789659225,0.002320185614849188,0.0012795905310300703,0.0030525030525030525,0.0031194295900178253
SF,0.0,0.0,0.0015661707126076742,0.0009398496240601503,0.0005885815185403178,0.0035252643948296123,0.0,0.003838771593090211,0.001221001221001221,0.0002228163992869875
SG,0.00202020202020202,0.009852216748768473,0.004698512137823023,0.0018796992481203006,0.003531489111241907,0.007050528789659225,0.0069605568445475635,0.0006397952655150352,0.0018315018315018315,0.001336898395721925
SH,0.00808080808080808,0.0,0.004698512137823023,0.009398496240601503,0.002354326074161271,0.0,0.0,0.0006397952655150352,0.00030525030525030525,0.00089126559714795
SI,0.00202020202020202,0.0,0.0015661707126076742,0.002819548872180451,0.0017657445556209534,0.0,0.004640371229698376,0.0006397952655150352,0.006105006105006105,0.001336898395721925
SK,0.00404040404040404,0.0049261083743842365,0.00548159749412686,0.004699248120300752,0.009417304296645085,0.0035252643948296123,0.0,0.004478566858605247,0.002136752136752137,0.004901960784313725
SL,0.006060606060606061,0.0,0.0015661707126076742,0.0009398496240601503,0.002942907592701589,0.0035252643948296123,0.002320185614849188,0.003198976327575176,0.00641025641025641,0.007798573975044563
SM,0.0,0.0,0.0007830853563038371,0.0,0.0011771630370806356,0.0,0.002320185614849188,0.005758157389635317,0.0015262515262515263,0.0002228163992869875
SN,0.006060606060606061,0.0,0.0023492560689115116,0.0009398496240601503,0.0005885815185403178,0.0011750881316098707,0.002320185614849188,0.0012795905310300703,0.002136752136752137,0.000445632798573975
SP,0.006060606060606061,0.0049261083743842365,0.004698512137823023,0.0037593984962406013,0.0011771630370806356,0.0035252643948296123,0.002320185614849188,0.0,0.0006105006105006105,0.002005347593582888
SQ,0.0,0.0,0.0031323414252153485,0.0018796992481203006,0.0,0.0023501762632197414,0.002320185614849188,0.003198976327575176,0.0015262515262515263,0.0017825311942959
SR,0.04242424242424243,0.029556650246305417,0.02662490211433046,0.05639097744360902,0.04178928781636257,0.004700352526439483,0.004640371229698376,0.003838771593090211,0.002136752136752137,0.0017825311942959
SS,0.012121212121212121,0.0,0.007830853563038372,0.015037593984962405,0.010005885815185403,0.0023501762632197414,0.0,0.004478566858605247,0.0015262515262515263,0.004233511586452763
ST,0.00202020202020202,0.0,0.0031323414252153485,0.0037593984962406013,0.0005885815185403178,0.0011750881316098707,0.0,0.0012795905310300703,0.002442002442002442,0.002005347593582888
SV,0.0,0.0049261083743842365,0.004698512137823023,0.005639097744360902,0.0011771630370806356,0.0035252643948296123,0.002320185614849188,0.0019193857965451055,0.0027472527472527475,0.006016042780748663
SW,0.0,0.0,0.0,0.0,0.0005885815185403178,0.0,0.0,0.0,0.0,0.0
SY,0.010101010101010102,0.009852216748768473,0.0031323414252153485,0.002819548872180451,0.002354326074161271,0.0035252643948296123,0.002320185614849188,0.0025591810620601407,0.0009157509157509158,0.000445632798573975
TA,0.00404040404040404,0.0,0.0023492560689115116,0.002819548872180451,0.003531489111241907,0.0,0.002320185614849188,0.0012795905310300703,0.0027472527472527475,0.0024509803921568627
TC,0.0,0.0,0.0,0.0,0.0,0.0,0.002320185614849188,0.0,0.0006105006105006105,0.0
TD,0.0,0.0,0.003915426781519186,0.0009398496240601503,0.0017657445556209534,0.004700352526439483,0.0069605568445475635,0.0025591810620601407,0.002442002442002442,0.006016042780748663
TE,0.006060606060606061,0.0,0.0015661707126076742,0.004699248120300752,0.005885815185403178,0.0023501762632197414,0.002320185614849188,0.0025591810620601407,0.0015262515262515263,0.0024509803921568627
TF,0.0,0.0,0.0,0.0,0.0,0.0,0.002320185614849188,0.0006397952655150352,0.0,0.0002228163992869875
TG,0.00404040404040404,0.0,0.0007830853563038371,0.0037593984962406013,0.002354326074161271,0.0035252643948296123,0.002320185614849188,0.0019193857965451055,0.001221001221001221,0.00089126559714795
TH,0.00202020202020202,0.0,0.0,0.0,0.0,0.0,0.002320185614849188,0.0006397952655150352,0.00030525030525030525,0.00089126559714795
TI,0.00404040404040404,0.0,0.0015661707126076742,0.0,0.002354326074161271,0.0023501762632197414,0.0,0.0,0.0006105006105006105,0.00089126559714795
TK,0.0,0.0,0.0007830853563038371,0.004699248120300752,0.0005885815185403178,0.012925969447708578,0.0069605568445475635,0.003198976327575176,0.004273504273504274,0.0053475935828877
TL,0.00808080808080808,0.0049261083743842365,0.003915426781519186,0.0018796992481203006,0.0011771630370806356,0.009400705052878966,0.004640371229698376,0.0006397952655150352,0.001221001221001221,0.0022281639928698753
TM,0.0,0.0,0.0,0.0018796992481203006,0.0011771630370806356,0.0,0.002320185614849188,0.0006397952655150352,0.00030525030525030525,0.00089126559714795
TN,0.00202020202020202,0.0,0.0015661707126076742,0.0009398496240601503,0.0,0.0011750881316098707,0.004640371229698376,0.0006397952655150352,0.002136752136752137,0.0
TP,0.00404040404040404,0.0,0.0,0.0009398496240601503,0.0,0.0,0.004640371229698376,0.0006397952655150352,0.0006105006105006105,0.0022281639928698753
TQ,0.00202020202020202,0.0,0.0,0.0018796992481203006,0.0,0.0,0.0,0.007037747920665387,0.0027472527472527475,0.0053475935828877
TR,0.006060606060606061,0.0049261083743842365,0.0031323414252153485,0.0037593984962406013,0.003531489111241907,0.0035252643948296123,0.0,0.003198976327575176,0.003357753357753358,0.0017825311942959
TS,0.00404040404040404,0.0,0.0031323414252153485,0.0018796992481203006,0.0017657445556209534,0.0,0.0,0.0006397952655150352,0.001221001221001221,0.001336898395721925
TT,0.00202020202020202,0.0,0.0,0.0018796992481203006,0.0011771630370806356,0.0,0.0,0.0019193857965451055,0.00030525030525030525,0.0002228163992869875
TV,0.0,0.0,0.0015661707126076742,0.002819548872180451,0.002942907592701589,0.0,0.002320185614849188,0.0019193857965451055,0.0006105006105006105,0.0002228163992869875
TW,0.0,0.0,0.0007830853563038371,0.0,0.0,0.0,0.0,0.0,0.0,0.0002228163992869875
TY,0.0,0.0,0.0015661707126076742,0.0,0.0005885815185403178,0.0,0.0,0.0006397952655150352,0.00030525030525030525,0.000445632798573975
VA,0.00202020202020202,0.0049261083743842365,0.003915426781519186,0.002819548872180451,0.0011771630370806356,0.0011750881316098707,0.0,0.003838771593090211,0.002136752136752137,0.0015597147950089127
VC,0.0,0.0,0.0,0.0,0.0,0.007050528789659225,0.01160092807424594,0.01215611004478567,0.01221001221001221,0.005793226381461676
VD,0.0,0.0,0.0007830853563038371,0.005639097744360902,0.004708652148322542,0.004700352526439483,0.01160092807424594,0.006397952655150352,0.0057997557997558,0.004456327985739751
VE,0.0,0.0,0.004698512137823023,0.009398496240601503,0.002942907592701589,0.009400705052878966,0.0,0.010876519513755598,0.008547008547008548,0.0053475935828877
VF,0.0,0.0,0.0023492560689115116,0.0,0.0005885815185403178,0.0,0.0,0.0,0.00030525030525030525,0.0011140819964349377
